date,value
2003-04-01,4.804037436033057
2003-05-01,6.508567318099173
2003-06-01,5.997202251983472
2003-07-01,6.677443720661158
2003-08-01,6.033295514710744
2003-09-01,6.619711329008265
2003-10-01,7.923518384214875
2003-11-01,6.691186698677685
2003-12-01,9.361588750495867
2004-01-01,10.69017373512397
2004-02-01,4.451629870000001
2004-03-01,5.348405058677688
2004-04-01,5.0572698633884325
2004-05-01,5.946352595123967
2004-06-01,5.8133722
2004-07-01,6.988253618347107
2004-08-01,6.837788733388429
2004-09-01,7.425309958677685
2004-10-01,7.789753173553716
2004-11-01,8.553881719008269
2004-12-01,9.60414814049587
2005-01-01,11.323575066115703
2005-02-01,2.5078445619834717
2005-03-01,3.5812977851239687
2005-04-01,4.443562140495869
2005-05-01,4.589606958677686
2005-06-01,5.3020446942148745
2005-07-01,5.233503719008262
2005-08-01,6.757820834710742
2005-09-01,7.101561520661162
2005-10-01,6.2999605619834735
2005-11-01,7.945009628099175
2005-12-01,8.428605876033059
2006-01-01,11.67533532231405
2006-02-01,0.5153663388429752
2006-03-01,3.254118
2006-04-01,1.8073538760330567
2006-05-01,5.148955520661156
2006-06-01,3.4410887768595018
2006-07-01,3.9188266280991755
2006-08-01,5.331197264462814
2006-09-01,3.1212264710743813
2006-10-01,7.712620338842976
2006-11-01,9.633645925619836
2006-12-01,9.173806000000003
2007-01-01,13.650606966942142
2007-02-01,2.147128504132233
2007-03-01,4.967841603305786
2007-04-01,1.3704049999999945
2007-05-01,5.717825471074388
2007-06-01,5.162972247933883
2007-07-01,6.087818925619835
2007-08-01,7.944893612644634
2007-09-01,6.705219749917351
2007-10-01,6.804599424132228
2007-11-01,8.54833683157025
2007-12-01,8.867768512396697
2008-01-01,12.480955999999992
2008-02-01,4.22221805785124
2008-03-01,0.5997516115702552
2008-04-01,5.191742289256197
2008-05-01,4.752409999999998
2008-06-01,1.0177730578512474
